Анализ характеристик крылатого объекта
Время расчета: 2025-10-26 22:54:32

Параметры расчета:
Масса_кг,2400
Размах_крыла_м,3.0
Хорда_м,0.6
Площадь_крыла_м2,1.7999999999999998
Удлинение_крыла,5.0
Тяга_на_уровне_моря_кгс,450
Удельный_расход_топлива_кг_кгс_ч,0.71
Угол_стреловидности_град,8
Угол_атаки_град,10
Коэффициент_Освальда,0.85
Диапазон_высот_м,100 - 990
Диапазон_скоростей_мс,190.0 - 220.0
Диапазон_CD0,0.100 - 0.340
Оптимальная_высота_для_графиков_м,990

Результаты расчетов:
Высота_м,Скорость_мс,Число_Маха,Коэф_подъемной_силы_CL,Коэф_сопротивления_CD,CD0,Подъемная_сила_Н,Сопротивление_Н,Требуемая_тяга_Н,Требуемая_тяга_кгс,Доступная_тяга_кгс,Доступная_тяга_Н,Расход_топлива_кгч,Требуемая_тяговооруженность,Доступная_тяговооруженность,Число_Рейнольдса,Плотность_воздуха_кгм3,Скорость_звука_мс,Температура_K,Давление_Па,Вес_Н,Удлинение_крыла,Площадь_крыла_м2,Возможность_полета
720,194.28571428571428,0.5756234410013616,0.7966340491048588,0.3875312161824175,0.33999999999999997,30920.48784719088,15041.604452935324,15041.604452935324,1533.816792985915,354.5613088838572,3477.058659765878,251.73852930753858,0.6392347884358714,0.14776727201603887,7538937.265331455,1.142518461727656,337.5222418804426,283.46999999999997,92969.39073836844,23530.6412057771,5.0,1.7999999999999998,False
720,196.42857142857142,0.5819722289535826,0.8006301413808554,0.14800926633446626,0.1,31764.863118769128,5872.242178286027,5872.242178286027,598.8020555731089,353.7450393507838,3469.053790149364,251.1589779390565,0.2495572528998619,0.14742708283264558,7622087.308699081,1.142518461727656,337.5222418804426,283.46999999999997,92969.39073836844,23530.6412057771,5.0,1.7999999999999998,False
720,196.42857142857142,0.5819722289535826,0.8006301413808554,0.22800926633446625,0.18,31764.863118769128,9046.228415075357,9046.228415075357,922.4585781153969,353.7450393507838,3469.053790149364,251.1589779390565,0.38444461993047524,0.14742708283264558,7622087.308699081,1.142518461727656,337.5222418804426,283.46999999999997,92969.39073836844,23530.6412057771,5.0,1.7999999999999998,False
720,196.42857142857142,0.5819722289535826,0.8006301413808554,0.30800926633446624,0.26,31764.863118769128,12220.214651864686,12220.214651864686,1246.115100657685,353.7450393507838,3469.053790149364,251.1589779390565,0.5193319869610885,0.14742708283264558,7622087.308699081,1.142518461727656,337.5222418804426,283.46999999999997,92969.39073836844,23530.6412057771,5.0,1.7999999999999998,False
720,196.42857142857142,0.5819722289535826,0.8006301413808554,0.3880092663344662,0.33999999999999997,31764.863118769128,15394.200888654013,15394.200888654013,1569.771623199973,353.7450393507838,3469.053790149364,251.1589779390565,0.6542193539917017,0.14742708283264558,7622087.308699081,1.142518461727656,337.5222418804426,283.46999999999997,92969.39073836844,23530.6412057771,5.0,1.7999999999999998,False
720,198.57142857142858,0.5883210169058035,0.8047499198968585,0.14850461720494343,0.1,32628.7321295193,6021.146762459985,6021.146762459985,613.986097440001,352.9287698177105,3461.0489205328504,250.5794265705744,0.2558853670754076,0.1470868936492523,7705237.352066707,1.142518461727656,337.5222418804426,283.46999999999997,92969.39073836844,23530.6412057771,5.0,1.7999999999999998,False
720,198.57142857142858,0.5883210169058035,0.8047499198968585,0.22850461720494342,0.18,32628.7321295193,9264.761338645461,9264.761338645461,944.7427346387872,352.9287698177105,3461.0489205328504,250.5794265705744,0.39373178391631897,0.1470868936492523,7705237.352066707,1.142518461727656,337.5222418804426,283.46999999999997,92969.39073836844,23530.6412057771,5.0,1.7999999999999998,False
720,198.57142857142858,0.5883210169058035,0.8047499198968585,0.30850461720494343,0.26,32628.7321295193,12508.375914830936,12508.375914830936,1275.499371837573,352.9287698177105,3461.0489205328504,250.5794265705744,0.5315782007572303,0.1470868936492523,7705237.352066707,1.142518461727656,337.5222418804426,283.46999999999997,92969.39073836844,23530.6412057771,5.0,1.7999999999999998,False
720,198.57142857142858,0.5883210169058035,0.8047499198968585,0.3885046172049434,0.33999999999999997,32628.7321295193,15751.99049101641,15751.99049101641,1606.256009036359,352.9287698177105,3461.0489205328504,250.5794265705744,0.6694246175981416,0.1470868936492523,7705237.352066707,1.142518461727656,337.5222418804426,283.46999999999997,92969.39073836844,23530.6412057771,5.0,1.7999999999999998,False
720,200.71428571428572,0.5946698048580245,0.8089978420722147,0.1490180379372527,0.1,33512.71919295734,6173.069197916139,6173.069197916139,629.4778744949743,352.1125002846372,3453.044050916337,249.9998752020924,0.262341733229121,0.14674670446585902,7788387.395434333,1.142518461727656,337.5222418804426,283.46999999999997,92969.39073836844,23530.6412057771,5.0,1.7999999999999998,False
720,200.71428571428572,0.5946698048580245,0.8089978420722147,0.2290180379372527,0.18,33512.71919295734,9487.0675746847,9487.0675746847,967.411661952318,352.1125002846372,3453.044050916337,249.9998752020924,0.403179305303227,0.14674670446585902,7788387.395434333,1.142518461727656,337.5222418804426,283.46999999999997,92969.39073836844,23530.6412057771,5.0,1.7999999999999998,False
720,200.71428571428572,0.5946698048580245,0.8089978420722147,0.3090180379372527,0.26,33512.71919295734,12801.065951453258,12801.065951453258,1305.3454494096618,352.1125002846372,3453.044050916337,249.9998752020924,0.544016877377333,0.14674670446585902,7788387.395434333,1.142518461727656,337.5222418804426,283.46999999999997,92969.39073836844,23530.6412057771,5.0,1.7999999999999998,False
720,200.71428571428572,0.5946698048580245,0.8089978420722147,0.38901803793725265,0.33999999999999997,33512.71919295734,16115.064328221815,16115.064328221815,1643.2792368670052,352.1125002846372,3453.044050916337,249.9998752020924,0.6848544494514387,0.14674670446585902,7788387.395434333,1.142518461727656,337.5222418804426,283.46999999999997,92969.39073836844,23530.6412057771,5.0,1.7999999999999998,False
720,202.85714285714286,0.6010185928102453,0.8133786240679222,0.1495503477556317,0.1,34417.48243393809,6328.106388051535,6328.106388051535,645.2872681345348,351.2962307515639,3445.0391812998237,249.42032383361035,0.26893046954019667,0.14640651528246576,7871537.438801959,1.142518461727656,337.5222418804426,283.46999999999997,92969.39073836844,23530.6412057771,5.0,1.7999999999999998,False
720,202.85714285714286,0.6010185928102453,0.8133786240679222,0.2295503477556317,0.18,34417.48243393809,9713.244026590117,9713.244026590117,990.4752414524958,351.2962307515639,3445.0391812998237,249.42032383361035,0.41279130227039373,0.14640651528246576,7871537.438801959,1.142518461727656,337.5222418804426,283.46999999999997,92969.39073836844,23530.6412057771,5.0,1.7999999999999998,False
720,202.85714285714286,0.6010185928102453,0.8133786240679222,0.3095503477556317,0.26,34417.48243393809,13098.3816651287,13098.3816651287,1335.6632147704568,351.2962307515639,3445.0391812998237,249.42032383361035,0.5566521350005909,0.14640651528246576,7871537.438801959,1.142518461727656,337.5222418804426,283.46999999999997,92969.39073836844,23530.6412057771,5.0,1.7999999999999998,False
720,202.85714285714286,0.6010185928102453,0.8133786240679222,0.3895503477556317,0.33999999999999997,34417.48243393809,16483.51930366728,16483.51930366728,1680.8511880884175,351.2962307515639,3445.0391812998237,249.42032383361035,0.7005129677307878,0.14640651528246576,7871537.438801959,1.142518461727656,337.5222418804426,283.46999999999997,92969.39073836844,23530.6412057771,5.0,1.7999999999999998,False
720,205.0,0.6073673807624662,0.8178972592525833,0.15010241997354948,0.1,35343.716170183616,6486.361542341941,6486.361542341941,661.4248027962598,350.47996121849053,3437.03431168331,248.84077246512825,0.2756559621821716,0.14606632609907247,7954687.482169586,1.142518461727656,337.5222418804426,283.46999999999997,92969.39073836844,23530.6412057771,5.0,1.7999999999999998,False
720,205.0,0.6073673807624662,0.8178972592525833,0.23010241997354947,0.18,35343.716170183616,9943.393903837481,9943.393903837481,1013.9439975768975,350.47996121849053,3437.03431168331,248.84077246512825,0.4225721609913562,0.14606632609907247,7954687.482169586,1.142518461727656,337.5222418804426,283.46999999999997,92969.39073836844,23530.6412057771,5.0,1.7999999999999998,False
720,205.0,0.6073673807624662,0.8178972592525833,0.3101024199735495,0.26,35343.716170183616,13400.426265333024,13400.426265333024,1366.4631923575355,350.47996121849053,3437.03431168331,248.84077246512825,0.5694883598005409,0.14606632609907247,7954687.482169586,1.142518461727656,337.5222418804426,283.46999999999997,92969.39073836844,23530.6412057771,5.0,1.7999999999999998,False
720,205.0,0.6073673807624662,0.8178972592525833,0.39010241997354944,0.33999999999999997,35343.716170183616,16857.458626828564,16857.458626828564,1718.982387138173,350.47996121849053,3437.03431168331,248.84077246512825,0.7164045586097255,0.14606632609907247,7954687.482169586,1.142518461727656,337.5222418804426,283.46999999999997,92969.39073836844,23530.6412057771,5.0,1.7999999999999998,False
720,207.14285714285714,0.613716168714687,0.8225590383512693,0.15067518639931454,0.1,36292.153505330476,6647.944693682871,6647.944693682871,677.9016987129011,349.66369168541723,3429.0294420667965,248.2612210966462,0.2825228873087703,0.1457261369156792,8037837.525537212,1.142518461727656,337.5222418804426,283.46999999999997,92969.39073836844,23530.6412057771,5.0,1.7999999999999998,False
720,207.14285714285714,0.613716168714687,0.8225590383512693,0.23067518639931456,0.18,36292.153505330476,10177.627239322312,10177.627239322312,1037.8291505582754,349.66369168541723,3429.0294420667965,248.2612210966462,0.4325265576198392,0.1457261369156792,8037837.525537212,1.142518461727656,337.5222418804426,283.46999999999997,92969.39073836844,23530.6412057771,5.0,1.7999999999999998,False
720,207.14285714285714,0.613716168714687,0.8225590383512693,0.3106751863993146,0.26,36292.153505330476,13707.309784961753,13707.309784961753,1397.75660240365,349.66369168541723,3429.0294420667965,248.2612210966462,0.5825302279309081,0.1457261369156792,8037837.525537212,1.142518461727656,337.5222418804426,283.46999999999997,92969.39073836844,23530.6412057771,5.0,1.7999999999999998,False
720,207.14285714285714,0.613716168714687,0.8225590383512693,0.39067518639931453,0.33999999999999997,36292.153505330476,17236.99233060119,17236.99233060119,1757.684054249024,349.66369168541723,3429.0294420667965,248.2612210966462,0.7325338982419769,0.1457261369156792,8037837.525537212,1.142518461727656,337.5222418804426,283.46999999999997,92969.39073836844,23530.6412057771,5.0,1.7999999999999998,False
720,209.28571428571428,0.620064956666908,0.8273695714586599,0.1512696421852434,0.1,37263.56915613544,6812.97326762437,6812.97326762437,694.7299299581784,348.8474221523439,3421.024572450283,247.68166972816414,0.289536235245119,0.14538594773228591,8120987.5689048385,1.142518461727656,337.5222418804426,283.46999999999997,92969.39073836844,23530.6412057771,5.0,1.7999999999999998,False
720,209.28571428571428,0.620064956666908,0.8273695714586599,0.2312696421852434,0.18,37263.56915613544,10416.061458594646,10416.061458594646,1062.1426744703488,348.8474221523439,3421.024572450283,247.68166972816414,0.4426594824809686,0.14538594773228591,8120987.5689048385,1.142518461727656,337.5222418804426,283.46999999999997,92969.39073836844,23530.6412057771,5.0,1.7999999999999998,False
720,209.28571428571428,0.620064956666908,0.8273695714586599,0.3112696421852434,0.26,37263.56915613544,14019.14964956492,14019.14964956492,1429.555418982519,348.8474221523439,3421.024572450283,247.68166972816414,0.5957827297168181,0.14538594773228591,8120987.5689048385,1.142518461727656,337.5222418804426,283.46999999999997,92969.39073836844,23530.6412057771,5.0,1.7999999999999998,False
720,209.28571428571428,0.620064956666908,0.8273695714586599,0.39126964218524335,0.33999999999999997,37263.56915613544,17622.237840535196,17622.237840535196,1796.9681634946894,348.8474221523439,3421.024572450283,247.68166972816414,0.7489059769526676,0.14538594773228591,8120987.5689048385,1.142518461727656,337.5222418804426,283.46999999999997,92969.39073836844,23530.6412057771,5.0,1.7999999999999998,False
720,211.42857142857142,0.6264137446191289,0.8323348121209222,0.15188685117304532,0.1,38258.782539331376,6981.572709671914,6981.572709671914,711.9222884136698,348.03115261927053,3413.0197028337693,247.10211835968207,0.29670133714664093,0.14504575854889262,8204137.612272465,1.142518461727656,337.5222418804426,283.46999999999997,92969.39073836844,23530.6412057771,5.0,1.7999999999999998,False
720,211.42857142857142,0.6264137446191289,0.8323348121209222,0.2318868511730453,0.18,38258.782539331376,10658.822007159964,10658.822007159964,1086.897361194696,348.03115261927053,3413.0197028337693,247.10211835968207,0.4529762667301678,0.14504575854889262,8204137.612272465,1.142518461727656,337.5222418804426,283.46999999999997,92969.39073836844,23530.6412057771,5.0,1.7999999999999998,False
720,211.42857142857142,0.6264137446191289,0.8323348121209222,0.3118868511730453,0.26,38258.782539331376,14336.071304648016,14336.071304648016,1461.8724339757223,348.03115261927053,3413.0197028337693,247.10211835968207,0.6092511963136946,0.14504575854889262,8204137.612272465,1.142518461727656,337.5222418804426,283.46999999999997,92969.39073836844,23530.6412057771,5.0,1.7999999999999998,False
720,211.42857142857142,0.6264137446191289,0.8323348121209222,0.3918868511730453,0.33999999999999997,38258.782539331376,18013.320602136064,18013.320602136064,1836.8475067567483,348.03115261927053,3413.0197028337693,247.10211835968207,0.7655261258972212,0.14504575854889262,8204137.612272465,1.142518461727656,337.5222418804426,283.46999999999997,92969.39073836844,23530.6412057771,5.0,1.7999999999999998,False
720,213.57142857142856,0.6327625325713497,0.8374610837173032,0.15252795179537254,0.1,39278.66114689256,7153.877177679553,7153.877177679553,729.4924543732624,347.21488308619723,3405.0148332172557,246.52256699120002,0.30402389442422745,0.14470556936549936,8287287.655640091,1.142518461727656,337.5222418804426,283.46999999999997,92969.39073836844,23530.6412057771,5.0,1.7999999999999998,False
720,213.57142857142856,0.6327625325713497,0.8374610837173032,0.23252795179537256,0.18,39278.66114689256,10906.043042872318,10906.043042872318,1112.106891025204,347.21488308619723,3405.0148332172557,246.52256699120002,0.46348261177832806,0.14470556936549936,8287287.655640091,1.142518461727656,337.5222418804426,283.46999999999997,92969.39073836844,23530.6412057771,5.0,1.7999999999999998,False
720,213.57142857142856,0.6327625325713497,0.8374610837173032,0.31252795179537257,0.26,39278.66114689256,14658.208908065084,14658.208908065084,1494.721327677146,347.21488308619723,3405.0148332172557,246.52256699120002,0.6229413291324287,0.14470556936549936,8287287.655640091,1.142518461727656,337.5222418804426,283.46999999999997,92969.39073836844,23530.6412057771,5.0,1.7999999999999998,False
720,213.57142857142856,0.6327625325713497,0.8374610837173032,0.39252795179537253,0.33999999999999997,39278.66114689256,18410.374773257845,18410.374773257845,1877.3357643290874,347.21488308619723,3405.0148332172557,246.52256699120002,0.7824000464865293,0.14470556936549936,8287287.655640091,1.142518461727656,337.5222418804426,283.46999999999997,92969.39073836844,23530.6412057771,5.0,1.7999999999999998,False
720,215.71428571428572,0.6391113205235708,0.842755108402842,0.15319416360192695,0.1,40324.12424222024,7330.030307350297,7330.030307350297,747.4550746024685,346.39861355312394,3397.0099636007426,245.94301562271798,0.3115100112763044,0.1443653801821061,8370437.699007719,1.142518461727656,337.5222418804426,283.46999999999997,92969.39073836844,23530.6412057771,5.0,1.7999999999999998,False
720,215.71428571428572,0.6391113205235708,0.842755108402842,0.23319416360192696,0.18,40324.12424222024,11157.868201434716,11157.868201434716,1137.7859107273857,346.39861355312394,3397.0099636007426,245.94301562271798,0.4741846218238755,0.1443653801821061,8370437.699007719,1.142518461727656,337.5222418804426,283.46999999999997,92969.39073836844,23530.6412057771,5.0,1.7999999999999998,False
720,215.71428571428572,0.6391113205235708,0.842755108402842,0.313194163601927,0.26,40324.12424222024,14985.706095519134,14985.706095519134,1528.1167468523026,346.39861355312394,3397.0099636007426,245.94301562271798,0.6368592323714465,0.1443653801821061,8370437.699007719,1.142518461727656,337.5222418804426,283.46999999999997,92969.39073836844,23530.6412057771,5.0,1.7999999999999998,False
